재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기,전기,전전기
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_ComprehensiveIncome,      총포괄손익,43533131081,28941767659,29238675036
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_CostOfSales,      매출원가,1.63643E+11,1.53248E+11,1.66009E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_BasicEarningsLossPerShare,         기본주당이익,1174,752,786
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,         희석주당이익,1174,752,786
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinanceCosts,      금융비용,2333934276,1567292126,996670036
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinanceIncome,      금융수익,2612231532,2190696771,1749398346
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_GrossProfit,      매출총이익,75905159181,71792876073,73633037991
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,      법인세비용(수익),16106193518,11402377525,8167182230
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherComprehensiveIncome,      기타포괄손익,-44181207,1025986027,82236263
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,entity00405278_udf_IS_2023117172532667_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,            공정가치측정금융자산평가손익,0,552133490,146413491
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,            확정급여제도의 재측정요소,136270379,-610351,-75312851
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,            종속기업의 재측정요소에 대한 지분해당액,-180451586,474462888,11135623
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,"      종속,관계기업투자손익",-7447685464,-3172135712,1395564828
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_ProfitLoss,      당기순이익(손실),43577312288,27915781632,29156438773
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_ProfitLossBeforeTax,      법인세비용차감전순이익,59683505806,39318159157,37323621003
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[046440],KG모빌리언스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_Revenue,      매출액,2.39549E+11,2.25041E+11,2.39642E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,      법인세비용(수익),-13572555460,0,0
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,      영업이익(손실),4976149644,-1.17488E+11,-2.60692E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,dart_OtherGains,      기타이익,40834504903,66981897858,22403482200
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,dart_OtherLosses,      기타손실,25648868690,36323833433,15487481413
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,      판매비와관리비,3.76475E+11,3.82051E+11,3.05587E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_ComprehensiveIncome,      총포괄손익,-22482791123,24807628302,-9740614272
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_CostOfSales,      매출원가,3.39857E+12,3.15898E+12,2.37234E+12
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_BasicEarningsLossPerShare,         기본주당이익(손실),79,-1203,-17095
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,         희석주당이익(손실),75,-1203,-17095
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinanceCosts,      금융원가,32391015379,21807742377,16566271537
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinanceIncome,      금융수익,13415053606,40920841268,4485202692
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_GrossProfit,      매출총이익,3.81451E+11,2.64562E+11,44895723447
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherComprehensiveIncome,      기타포괄손익,-37241170667,92524903783,2.56116E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,            확정급여제도의 재측정손익(세후기타포괄손익),-37241170667,92524903783,32620896089
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,            자산재평가손익(세후기타포괄손익),0,0,2.23495E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_ProfitLoss,      당기순이익(손실),14758379544,-67717275481,-2.65857E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_ProfitLossBeforeTax,      법인세비용차감전순이익(손실),1185824084,-67717275481,-2.65857E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[003620],KG모빌리티,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_Revenue,      매출액,3.78002E+12,3.42355E+12,2.41723E+12
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,      영업이익,2.87905E+11,3.25853E+11,2.89649E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,dart_OtherGains,      기타수익,5825132357,1.19953E+11,5290838467
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,dart_OtherLosses,      기타비용,26496260481,8214588594,7121589516
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,      판매비와관리비,1.21257E+11,1.11417E+11,97343872332
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_ComprehensiveIncome,      총포괄이익,1.79762E+11,5.39907E+11,1.76063E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_CostOfSales,      매출원가,2.87868E+12,3.23919E+12,2.82138E+12
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,entity00115676_GainsLossesOnCashFlowHedgesNetOfTaxOfEarningsPerShareAbstract,         보통주 기본 및 희석 주당이익,1879,5265,1801
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,entity00115676_PreferredStockBasicAndDilutedEarningsPerShareOfEarningsPerShareAbstract,         우선주 기본 및 희석 주당이익,1879,5265,1801
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinanceCosts,      금융비용,1.03314E+11,1.50779E+11,75773498234
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinanceIncome,      금융수익,80410883384,89966378487,26511376016
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_GrossProfit,      매출총이익,4.09161E+11,4.3727E+11,3.86993E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,      법인세비용(수익),56298129041,-1.50009E+11,58308992356
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherComprehensiveIncome,      법인세비용차감후기타포괄손익,-8269793302,13119524773,-4183650906
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,            현금흐름위험회피파생상품평가손익,-278764133,746418566,-791524155
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,            확정급여제도의 재측정요소,-7991029169,12373106207,-3392126751
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_ProfitLoss,      당기순이익,1.88032E+11,5.26788E+11,1.80247E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_ProfitLossBeforeTax,      법인세비용차감전순이익,2.4433E+11,3.76779E+11,2.38556E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[016380],KG스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_Revenue,      매출액,3.28784E+12,3.67646E+12,3.20837E+12
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,      영업이익,56067493112,53580044604,53087914599
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,dart_OtherGains,      기타수익,404424372,8639723272,6313139160
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,dart_OtherLosses,      기타비용,5464342404,5222276412,5364060756
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,      판매비와관리비,73574389012,74384857534,71403205201
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,entity00264547_OtherBadDebtExpensesOfStatementOfComprehensiveIncomeAbstract,      기타의대손상각비,103200579,57915630,936578508
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_ComprehensiveIncome,      총포괄손익,60125769069,36429796413,55791019388
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_CostOfSales,      매출원가,6.17565E+11,5.38993E+11,4.73731E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_BasicEarningsLossPerShare,         지배기업소유주 기본 주당이익,2005,1902,1705
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,         지배기업소유주 희석 주당이익,2005,1902,1705
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinanceCosts,      금융비용,4547913152,4314242324,4014559175
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinanceIncome,      금융수익,18082282371,15003986385,11006307443
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_GrossProfit,      매출총이익,1.29642E+11,1.27965E+11,1.24491E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,      법인세비용,11070664970,17002404221,14700370037
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherComprehensiveIncome,      기타포괄손익,6757690319,-14197119261,10399226662
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,         당기손익으로 재분류되지 않는항목,6757690319,-14197119261,10399226662
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,entity00264547_FinancialAssetsMeasuredFairValueThroughOtherComprehensiveIncomeOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,            기타포괄손익-공정가치측정금융자산,7099537923,-14147375814,10296235117
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,            확정급여제도의재측정요소,-341847604,-49743447,102991545
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_ProfitLoss,      당기순이익(손실),53368078750,50626915674,45391792726
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_ProfitLossBeforeTax,      법인세비용차감전순이익,64438743720,67629319895,60092162763
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[035600],KG이니시스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2023-12-31,사업보고서,KRW,ifrs-full_Revenue,      매출액,7.47207E+11,6.66957E+11,5.98222E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,         희석주당이익(손실),388,278,0
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,      영업이익,13437947271,19054865427,10778607283
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,dart_OtherGains,      기타수익,11161845040,886615144,2663189774
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,dart_OtherLosses,      기타비용,1822722698,1723049341,966283874
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,      판매비와관리비,30150993409,26591566484,24668783226
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_ComprehensiveIncome,      총포괄손익,25646253393,19183260073,13936526904
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_CostOfSales,      매출원가,1.67881E+11,1.50628E+11,1.24692E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_BasicEarningsLossPerShare,         기본주당이익(손실),388,278,1034
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinanceCosts,      금융비용,7505561502,5238856216,2831650862
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinanceIncome,      금융수익,9399650000,10529245108,7781193035
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_GrossProfit,      매출총이익,43588940680,45646431911,35447390509
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,      법인세비용(수익),1897902673,4347144771,3227591954
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherComprehensiveIncome,      기타포괄손익,-922807391,21584722,-260936498
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,         당기손익으로 재분류되지 않는 항목,-922807391,21584722,-260936498
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,entity00101220_GainLossOnValuationOfFinancialAssetsAtFairValueThroughOtherComprehensiveIncomeNetOfTaxOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,            기타포괄손익-공정가치금융자산 평가,0,0,-71254
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,entity00101220_RemeasurementOfNetDefinedBenefitLiabilitiesNetOfTaxOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,            확정급여제도의 재측정요소,-922807391,21584722,-260865244
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_ProfitLoss,      당기순이익(손실),26569060784,19161675351,14197463402
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_ProfitLossBeforeTax,      법인세비용차감전순이익(손실),24671158111,23508820122,17425055356
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[001390],KG케미칼,유가증권시장상장법인,201,기초 화학물질 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_Revenue,      매출액,2.1147E+11,1.96274E+11,1.6014E+11
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[111870],KH 전자,코스닥시장상장법인,265,영상 및 음향 기기 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,            재평가손익,0,3892945410,0
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[111870],KH 전자,코스닥시장상장법인,265,영상 및 음향 기기 제조업,12,2023-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,      영업이익(손실),-8759637605,-2681874284,-1077990991
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[111870],KH 전자,코스닥시장상장법인,265,영상 및 음향 기기 제조업,12,2023-12-31,사업보고서,KRW,dart_OtherGains,      기타이익,1322843935,16559537527,15466587278
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[111870],KH 전자,코스닥시장상장법인,265,영상 및 음향 기기 제조업,12,2023-12-31,사업보고서,KRW,dart_OtherLosses,      기타비용,31222894148,57393670438,33968154547
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[111870],KH 전자,코스닥시장상장법인,265,영상 및 음향 기기 제조업,12,2023-12-31,사업보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,      판매비와관리비,8214036025,4647045801,5436481918
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[111870],KH 전자,코스닥시장상장법인,265,영상 및 음향 기기 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_ComprehensiveIncome,      당기총포괄손익,-38032764558,-46072872471,-23235107698
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[111870],KH 전자,코스닥시장상장법인,265,영상 및 음향 기기 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_CostOfSales,      매출원가,8436494740,9359043365,13456760535
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[111870],KH 전자,코스닥시장상장법인,265,영상 및 음향 기기 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_BasicEarningsLossPerShare,         기본주당이익(손실),-3313,-5738,-222
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[111870],KH 전자,코스닥시장상장법인,265,영상 및 음향 기기 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,         희석주당이익(손실),-3313,-5738,-222
"단일 포괄손익계산서, 기능별 분류, 세후 - 별도",[111870],KH 전자,코스닥시장상장법인,265,영상 및 음향 기기 제조업,12,2023-12-31,사업보고서,KRW,ifrs-full_FinanceCosts,      금융비용,12226668627,10348895806,7287014594
